,topic,category 0,category 1,category 2,category 3,category 4,category 5
741,Age Distribution of Laying Hens,Economic Metrics,Agricultural Output in West Java,Livestock Production,Poultry Egg Production,Number of Laying Hens,Age Distribution of Laying Hens
742,Market Egg Supply,Economic Metrics,Agricultural Output in West Java,Livestock Production,Poultry Egg Production,Market Egg Supply,
743,Egg Price Variability,Economic Metrics,Agricultural Output in West Java,Livestock Production,Poultry Egg Production,Market Egg Supply,Egg Price Variability
744,Egg Storage Capacity,Economic Metrics,Agricultural Output in West Java,Livestock Production,Poultry Egg Production,Market Egg Supply,Egg Storage Capacity
745,Tourism Revenue in West Java,Economic Metrics,Tourism Revenue in West Java,,,,
746,Visitor Numbers to Tourist Attractions in West Java,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,,,
747,Domestic Tourist Arrivals,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,,
748,Hotel Occupancy Rates,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Hotel Occupancy Rates,
749,Room Booking Trends,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Hotel Occupancy Rates,Room Booking Trends
750,Average Length of Stay,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Hotel Occupancy Rates,Average Length of Stay
751,Local Transportation Usage,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Local Transportation Usage,
752,Commute Frequency,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Local Transportation Usage,Commute Frequency
753,Public Transportation Ridership,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Local Transportation Usage,Public Transportation Ridership
754,Ride-Hailing Service Utilization,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Local Transportation Usage,Ride-Hailing Service Utilization
755,Tourist Attraction Attendance,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Tourist Attraction Attendance,
756,Visitor Numbers at Heritage Sites,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Tourist Attraction Attendance,Visitor Numbers at Heritage Sites
757,Attendance at Cultural Festivals,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Tourist Attraction Attendance,Attendance at Cultural Festivals
758,Guest Numbers at National Parks,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Tourist Attraction Attendance,Guest Numbers at National Parks
759,Participation in Guided Tours,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,Domestic Tourist Arrivals,Tourist Attraction Attendance,Participation in Guided Tours
760,International Tourist Arrivals,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,International Tourist Arrivals,,
761,Tourist Expenditure,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,International Tourist Arrivals,Tourist Expenditure,
762,Spending on Local Attractions,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,International Tourist Arrivals,Tourist Expenditure,Spending on Local Attractions
763,Dining and Culinary Experience Expenditure,Economic Metrics,Tourism Revenue in West Java,Visitor Numbers to Tourist Attractions in West Java,International Tourist Arrivals,Tourist Expenditure,Dining and Culinary Experience Expenditure
764,Average Spending per Tourist,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,,,
765,Accommodation Expenditure,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,,
766,Hotel occupancy rates,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Hotel occupancy rates,
767,Tourist Accommodation Count,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Hotel occupancy rates,Tourist Accommodation Count
768,Business Convention Bookings,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Hotel occupancy rates,Business Convention Bookings
769,Average cost per night of accommodation,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Average cost per night of accommodation,
770,Tourism demand patterns in West Java,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Average cost per night of accommodation,Tourism demand patterns in West Java
771,Seasonal pricing strategies of accommodations in West Java,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Average cost per night of accommodation,Seasonal pricing strategies of accommodations in West Java
772,Ratio of budget to luxury accommodations,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Ratio of budget to luxury accommodations,
773,Ratio of locally-owned to international luxury hotels,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Ratio of budget to luxury accommodations,Ratio of locally-owned to international luxury hotels
774,Proportion of budget to luxury hotel rooms,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Ratio of budget to luxury accommodations,Proportion of budget to luxury hotel rooms
775,Number of tourism facilities per accommodation type,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Ratio of budget to luxury accommodations,Number of tourism facilities per accommodation type
776,Revenue from budget versus luxury accommodations,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Accommodation Expenditure,Ratio of budget to luxury accommodations,Revenue from budget versus luxury accommodations
777,Food and Beverage Spending,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,,
778,Household Food Expenditure,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Household Food Expenditure,
779,Grocery Prices,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Household Food Expenditure,Grocery Prices
780,Home-cooked Meal Frequency,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Household Food Expenditure,Home-cooked Meal Frequency
781,Restaurant and Dining Expenses,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Restaurant and Dining Expenses,
782,Average Meal Cost,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Restaurant and Dining Expenses,Average Meal Cost
783,Dining Frequency,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Restaurant and Dining Expenses,Dining Frequency
784,Restaurant Employment Levels,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Restaurant and Dining Expenses,Restaurant Employment Levels
785,Restaurant Revenue,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Restaurant and Dining Expenses,Restaurant Revenue
786,Beverage Consumption Spending,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Beverage Consumption Spending,
787,Household Spending on Non-Alcoholic Beverages,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Beverage Consumption Spending,Household Spending on Non-Alcoholic Beverages
788,Retail Sales of Alcoholic Beverages,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Beverage Consumption Spending,Retail Sales of Alcoholic Beverages
789,Beverage Imports and Exports,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Beverage Consumption Spending,Beverage Imports and Exports
790,Beverage Production Output in Local Industries,Economic Metrics,Tourism Revenue in West Java,Average Spending per Tourist,Food and Beverage Spending,Beverage Consumption Spending,Beverage Production Output in Local Industries
791,Social Metrics,Social Metrics,,,,,
792,Educational Attainment Levels,Social Metrics,Educational Attainment Levels,,,,
793,Literacy Rates,Social Metrics,Educational Attainment Levels,Literacy Rates,,,
794,Adult Literacy Programs Participation,Social Metrics,Educational Attainment Levels,Literacy Rates,Adult Literacy Programs Participation,,
795,Enrollment Numbers in Adult Literacy Programs,Social Metrics,Educational Attainment Levels,Literacy Rates,Adult Literacy Programs Participation,Enrollment Numbers in Adult Literacy Programs,
796,Number of New Program Registrations,Social Metrics,Educational Attainment Levels,Literacy Rates,Adult Literacy Programs Participation,Enrollment Numbers in Adult Literacy Programs,Number of New Program Registrations
797,Demographic Distribution of Participants,Social Metrics,Educational Attainment Levels,Literacy Rates,Adult Literacy Programs Participation,Enrollment Numbers in Adult Literacy Programs,Demographic Distribution of Participants
798,Frequency of Classes Offered,Social Metrics,Educational Attainment Levels,Literacy Rates,Adult Literacy Programs Participation,Enrollment Numbers in Adult Literacy Programs,Frequency of Classes Offered
799,Completion Rates of Adult Literacy Courses,Social Metrics,Educational Attainment Levels,Literacy Rates,Adult Literacy Programs Participation,Completion Rates of Adult Literacy Courses,
